length,surface,volume
5273,166827174,146613281417
5274,166890456,146696710824
5275,166953750,146780171875
5276,167017056,146863664576
5277,167080374,146947188933
5278,167143704,147030744952
5279,167207046,147114332639
5280,167270400,147197952000
5281,167333766,147281603041
5282,167397144,147365285768
5283,167460534,147449000187
5284,167523936,147532746304
5285,167587350,147616524125
5286,167650776,147700333656
5287,167714214,147784174903
5288,167777664,147868047872
5289,167841126,147951952569
5290,167904600,148035889000
5291,167968086,148119857171
5292,168031584,148203857088
5293,168095094,148287888757
5294,168158616,148371952184
5295,168222150,148456047375
5296,168285696,148540174336
5297,168349254,148624333073
5298,168412824,148708523592
5299,168476406,148792745899
5300,168540000,148877000000
5301,168603606,148961285901
5302,168667224,149045603608
5303,168730854,149129953127
5304,168794496,149214334464
5305,168858150,149298747625
5306,168921816,149383192616
5307,168985494,149467669443
5308,169049184,149552178112
5309,169112886,149636718629
5310,169176600,149721291000
5311,169240326,149805895231
5312,169304064,149890531328
5313,169367814,149975199297
5314,169431576,150059899144
5315,169495350,150144630875
5316,169559136,150229394496
5317,169622934,150314190013
5318,169686744,150399017432
5319,169750566,150483876759
5320,169814400,150568768000
5321,169878246,150653691161
5322,169942104,150738646248
5323,170005974,150823633267
5324,170069856,150908652224
5325,170133750,150993703125
5326,170197656,151078785976
5327,170261574,151163900783
5328,170325504,151249047552
5329,170389446,151334226289
5330,170453400,151419437000
5331,170517366,151504679691
5332,170581344,151589954368
5333,170645334,151675261037
5334,170709336,151760599704
5335,170773350,151845970375
5336,170837376,151931373056
5337,170901414,152016807753
5338,170965464,152102274472
5339,171029526,152187773219
5340,171093600,152273304000
5341,171157686,152358866821
5342,171221784,152444461688
5343,171285894,152530088607
5344,171350016,152615747584
5345,171414150,152701438625
5346,171478296,152787161736
5347,171542454,152872916923
5348,171606624,152958704192
5349,171670806,153044523549
5350,171735000,153130375000
5351,171799206,153216258551
5352,171863424,153302174208
5353,171927654,153388121977
5354,171991896,153474101864
5355,172056150,153560113875
5356,172120416,153646158016
5357,172184694,153732234293
5358,172248984,153818342712
5359,172313286,153904483279
5360,172377600,153990656000
5361,172441926,154076860881
5362,172506264,154163097928
5363,172570614,154249367147
5364,172634976,154335668544
5365,172699350,154422002125
5366,172763736,154508367896
5367,172828134,154594765863
5368,172892544,154681196032
5369,172956966,154767658409
5370,173021400,154854153000
5371,173085846,154940679811
5372,173150304,155027238848
5373,173214774,155113830117
5374,173279256,155200453624
5375,173343750,155287109375
5376,173408256,155373797376
5377,173472774,155460517633
5378,173537304,155547270152
5379,173601846,155634054939
5380,173666400,155720872000
5381,173730966,155807721341
5382,173795544,155894602968
5383,173860134,155981516887
5384,173924736,156068463104
5385,173989350,156155441625
5386,174053976,156242452456
5387,174118614,156329495603
5388,174183264,156416571072
5389,174247926,156503678869
5390,174312600,156590819000
5391,174377286,156677991471
5392,174441984,156765196288
5393,174506694,156852433457
5394,174571416,156939702984
5395,174636150,157027004875
5396,174700896,157114339136
5397,174765654,157201705773
5398,174830424,157289104792
5399,174895206,157376536199
5400,174960000,157464000000
5401,175024806,157551496201
5402,175089624,157639024808
5403,175154454,157726585827
5404,175219296,157814179264
5405,175284150,157901805125
5406,175349016,157989463416
5407,175413894,158077154143
5408,175478784,158164877312
5409,175543686,158252632929
5410,175608600,158340421000
5411,175673526,158428241531
5412,175738464,158516094528
5413,175803414,158603979997
5414,175868376,158691897944
5415,175933350,158779848375
5416,175998336,158867831296
5417,176063334,158955846713
5418,176128344,159043894632
5419,176193366,159131975059
5420,176258400,159220088000
5421,176323446,159308233461
5422,176388504,159396411448
5423,176453574,159484621967
5424,176518656,159572865024
5425,176583750,159661140625
5426,176648856,159749448776
5427,176713974,159837789483
5428,176779104,159926162752
5429,176844246,160014568589
5430,176909400,160103007000
5431,176974566,160191477991
5432,177039744,160279981568
5433,177104934,160368517737
5434,177170136,160457086504
5435,177235350,160545687875
5436,177300576,160634321856
5437,177365814,160722988453
5438,177431064,160811687672
5439,177496326,160900419519
5440,177561600,160989184000
5441,177626886,161077981121
5442,177692184,161166810888
5443,177757494,161255673307
5444,177822816,161344568384
5445,177888150,161433496125
5446,177953496,161522456536
5447,178018854,161611449623
5448,178084224,161700475392
5449,178149606,161789533849
5450,178215000,161878625000
5451,178280406,161967748851
5452,178345824,162056905408
5453,178411254,162146094677
5454,178476696,162235316664
5455,178542150,162324571375
5456,178607616,162413858816
5457,178673094,162503178993
5458,178738584,162592531912
5459,178804086,162681917579
5460,178869600,162771336000
5461,178935126,162860787181
5462,179000664,162950271128
5463,179066214,163039787847
5464,179131776,163129337344
5465,179197350,163218919625
5466,179262936,163308534696
5467,179328534,163398182563
5468,179394144,163487863232
5469,179459766,163577576709
5470,179525400,163667323000
5471,179591046,163757102111
5472,179656704,163846914048
5473,179722374,163936758817
5474,179788056,164026636424
5475,179853750,164116546875
5476,179919456,164206490176
5477,179985174,164296466333
5478,180050904,164386475352
5479,180116646,164476517239
5480,180182400,164566592000
5481,180248166,164656699641
5482,180313944,164746840168
5483,180379734,164837013587
5484,180445536,164927219904
5485,180511350,165017459125
5486,180577176,165107731256
5487,180643014,165198036303
5488,180708864,165288374272
5489,180774726,165378745169
5490,180840600,165469149000
5491,180906486,165559585771
5492,180972384,165650055488
5493,181038294,165740558157
5494,181104216,165831093784
5495,181170150,165921662375
5496,181236096,166012263936
5497,181302054,166102898473
5498,181368024,166193565992
5499,181434006,166284266499
5500,181500000,166375000000
5501,181566006,166465766501
5502,181632024,166556566008
5503,181698054,166647398527
5504,181764096,166738264064
5505,181830150,166829162625
5506,181896216,166920094216
5507,181962294,167011058843
5508,182028384,167102056512
5509,182094486,167193087229
5510,182160600,167284151000
5511,182226726,167375247831
5512,182292864,167466377728
5513,182359014,167557540697
5514,182425176,167648736744
5515,182491350,167739965875
5516,182557536,167831228096
5517,182623734,167922523413
5518,182689944,168013851832
5519,182756166,168105213359
5520,182822400,168196608000
5521,182888646,168288035761
5522,182954904,168379496648
5523,183021174,168470990667
5524,183087456,168562517824
5525,183153750,168654078125
5526,183220056,168745671576
5527,183286374,168837298183
5528,183352704,168928957952
5529,183419046,169020650889
5530,183485400,169112377000
5531,183551766,169204136291
5532,183618144,169295928768
5533,183684534,169387754437
5534,183750936,169479613304
5535,183817350,169571505375
5536,183883776,169663430656
5537,183950214,169755389153
5538,184016664,169847380872
5539,184083126,169939405819
5540,184149600,170031464000
5541,184216086,170123555421
5542,184282584,170215680088
5543,184349094,170307838007
5544,184415616,170400029184
5545,184482150,170492253625
5546,184548696,170584511336
5547,184615254,170676802323
5548,184681824,170769126592
5549,184748406,170861484149
5550,184815000,170953875000
5551,184881606,171046299151
5552,184948224,171138756608
5553,185014854,171231247377
5554,185081496,171323771464
5555,185148150,171416328875
5556,185214816,171508919616
5557,185281494,171601543693
5558,185348184,171694201112
5559,185414886,171786891879
5560,185481600,171879616000
5561,185548326,171972373481
5562,185615064,172065164328
5563,185681814,172157988547
5564,185748576,172250846144
5565,185815350,172343737125
5566,185882136,172436661496
5567,185948934,172529619263
5568,186015744,172622610432
5569,186082566,172715635009
5570,186149400,172808693000
5571,186216246,172901784411
5572,186283104,172994909248
5573,186349974,173088067517
5574,186416856,173181259224
5575,186483750,173274484375
5576,186550656,173367742976
5577,186617574,173461035033
5578,186684504,173554360552
5579,186751446,173647719539
5580,186818400,173741112000
5581,186885366,173834537941
5582,186952344,173927997368
5583,187019334,174021490287
5584,187086336,174115016704
5585,187153350,174208576625
5586,187220376,174302170056
5587,187287414,174395797003
5588,187354464,174489457472
5589,187421526,174583151469
5590,187488600,174676879000
5591,187555686,174770640071
5592,187622784,174864434688
5593,187689894,174958262857
5594,187757016,175052124584
5595,187824150,175146019875
5596,187891296,175239948736
5597,187958454,175333911173
5598,188025624,175427907192
5599,188092806,175521936799
5600,188160000,175616000000
5601,188227206,175710096801
5602,188294424,175804227208
5603,188361654,175898391227
5604,188428896,175992588864
5605,188496150,176086820125
5606,188563416,176181085016
5607,188630694,176275383543
5608,188697984,176369715712
5609,188765286,176464081529
5610,188832600,176558481000
5611,188899926,176652914131
5612,188967264,176747380928
5613,189034614,176841881397
5614,189101976,176936415544
5615,189169350,177030983375
5616,189236736,177125584896
5617,189304134,177220220113
5618,189371544,177314889032
5619,189438966,177409591659
5620,189506400,177504328000
5621,189573846,177599098061
5622,189641304,177693901848
5623,189708774,177788739367
5624,189776256,177883610624
5625,189843750,177978515625
5626,189911256,178073454376
5627,189978774,178168426883
5628,190046304,178263433152
5629,190113846,178358473189
5630,190181400,178453547000
5631,190248966,178548654591
5632,190316544,178643795968
5633,190384134,178738971137
5634,190451736,178834180104
5635,190519350,178929422875
5636,190586976,179024699456
5637,190654614,179120009853
5638,190722264,179215354072
5639,190789926,179310732119
5640,190857600,179406144000
5641,190925286,179501589721
5642,190992984,179597069288
5643,191060694,179692582707
5644,191128416,179788129984
5645,191196150,179883711125
5646,191263896,179979326136
5647,191331654,180074975023
5648,191399424,180170657792
5649,191467206,180266374449
5650,191535000,180362125000
5651,191602806,180457909451
5652,191670624,180553727808
5653,191738454,180649580077
5654,191806296,180745466264
5655,191874150,180841386375
5656,191942016,180937340416
5657,192009894,181033328393
5658,192077784,181129350312
5659,192145686,181225406179
5660,192213600,181321496000
5661,192281526,181417619781
5662,192349464,181513777528
5663,192417414,181609969247
5664,192485376,181706194944
5665,192553350,181802454625
5666,192621336,181898748296
5667,192689334,181995075963
5668,192757344,182091437632
5669,192825366,182187833309
5670,192893400,182284263000
5671,192961446,182380726711
5672,193029504,182477224448
5673,193097574,182573756217
5674,193165656,182670322024
5675,193233750,182766921875
5676,193301856,182863555776
5677,193369974,182960223733
5678,193438104,183056925752
5679,193506246,183153661839
5680,193574400,183250432000
5681,193642566,183347236241
5682,193710744,183444074568
5683,193778934,183540946987
5684,193847136,183637853504
5685,193915350,183734794125
5686,193983576,183831768856
5687,194051814,183928777703
5688,194120064,184025820672
5689,194188326,184122897769
5690,194256600,184220009000
5691,194324886,184317154371
5692,194393184,184414333888
5693,194461494,184511547557
5694,194529816,184608795384
5695,194598150,184706077375
5696,194666496,184803393536
5697,194734854,184900743873
5698,194803224,184998128392
5699,194871606,185095547099
5700,194940000,185193000000
5701,195008406,185290487101
5702,195076824,185388008408
5703,195145254,185485563927
5704,195213696,185583153664
5705,195282150,185680777625
5706,195350616,185778435816
5707,195419094,185876128243
5708,195487584,185973854912
5709,195556086,186071615829
5710,195624600,186169411000
5711,195693126,186267240431
5712,195761664,186365104128
5713,195830214,186463002097
5714,195898776,186560934344
5715,195967350,186658900875
5716,196035936,186756901696
5717,196104534,186854936813
5718,196173144,186953006232
5719,196241766,187051109959
5720,196310400,187149248000
5721,196379046,187247420361
5722,196447704,187345627048
5723,196516374,187443868067
5724,196585056,187542143424
5725,196653750,187640453125
5726,196722456,187738797176
5727,196791174,187837175583
5728,196859904,187935588352
5729,196928646,188034035489
5730,196997400,188132517000
5731,197066166,188231032891
5732,197134944,188329583168
5733,197203734,188428167837
5734,197272536,188526786904
5735,197341350,188625440375
5736,197410176,188724128256
5737,197479014,188822850553
5738,197547864,188921607272
5739,197616726,189020398419
5740,197685600,189119224000
5741,197754486,189218084021
5742,197823384,189316978488
5743,197892294,189415907407
5744,197961216,189514870784
5745,198030150,189613868625
5746,198099096,189712900936
5747,198168054,189811967723
5748,198237024,189911068992
5749,198306006,190010204749
5750,198375000,190109375000
5751,198444006,190208579751
5752,198513024,190307819008
5753,198582054,190407092777
5754,198651096,190506401064
5755,198720150,190605743875
5756,198789216,190705121216
5757,198858294,190804533093
5758,198927384,190903979512
5759,198996486,191003460479
5760,199065600,191102976000
5761,199134726,191202526081
5762,199203864,191302110728
5763,199273014,191401729947
5764,199342176,191501383744
5765,199411350,191601072125
5766,199480536,191700795096
5767,199549734,191800552663
5768,199618944,191900344832
5769,199688166,192000171609
5770,199757400,192100033000
5771,199826646,192199929011
5772,199895904,192299859648
5773,199965174,192399824917
5774,200034456,192499824824
5775,200103750,192599859375
5776,200173056,192699928576
5777,200242374,192800032433
5778,200311704,192900170952
5779,200381046,193000344139
5780,200450400,193100552000
5781,200519766,193200794541
5782,200589144,193301071768
5783,200658534,193401383687
5784,200727936,193501730304
5785,200797350,193602111625
5786,200866776,193702527656
5787,200936214,193802978403
5788,201005664,193903463872
5789,201075126,194003984069
5790,201144600,194104539000
5791,201214086,194205128671
5792,201283584,194305753088
5793,201353094,194406412257
5794,201422616,194507106184
5795,201492150,194607834875
5796,201561696,194708598336
5797,201631254,194809396573
5798,201700824,194910229592
5799,201770406,195011097399
5800,201840000,195112000000
5801,201909606,195212937401
5802,201979224,195313909608
5803,202048854,195414916627
5804,202118496,195515958464
5805,202188150,195617035125
5806,202257816,195718146616
5807,202327494,195819292943
5808,202397184,195920474112
5809,202466886,196021690129
5810,202536600,196122941000
5811,202606326,196224226731
5812,202676064,196325547328
5813,202745814,196426902797
5814,202815576,196528293144
5815,202885350,196629718375
5816,202955136,196731178496
5817,203024934,196832673513
5818,203094744,196934203432
5819,203164566,197035768259
5820,203234400,197137368000
5821,203304246,197239002661
5822,203374104,197340672248
5823,203443974,197442376767
5824,203513856,197544116224
5825,203583750,197645890625
5826,203653656,197747699976
5827,203723574,197849544283
5828,203793504,197951423552
5829,203863446,198053337789
5830,203933400,198155287000
5831,204003366,198257271191
5832,204073344,198359290368
5833,204143334,198461344537
5834,204213336,198563433704
5835,204283350,198665557875
5836,204353376,198767717056
5837,204423414,198869911253
5838,204493464,198972140472
5839,204563526,199074404719
5840,204633600,199176704000
5841,204703686,199279038321
5842,204773784,199381407688
5843,204843894,199483812107
5844,204914016,199586251584
5845,204984150,199688726125
5846,205054296,199791235736
5847,205124454,199893780423
5848,205194624,199996360192
5849,205264806,200098975049
5850,205335000,200201625000
5851,205405206,200304310051
5852,205475424,200407030208
5853,205545654,200509785477
5854,205615896,200612575864
5855,205686150,200715401375
5856,205756416,200818262016
5857,205826694,200921157793
5858,205896984,201024088712
5859,205967286,201127054779
5860,206037600,201230056000
5861,206107926,201333092381
5862,206178264,201436163928
5863,206248614,201539270647
5864,206318976,201642412544
5865,206389350,201745589625
5866,206459736,201848801896
5867,206530134,201952049363
5868,206600544,202055332032
5869,206670966,202158649909
5870,206741400,202262003000
5871,206811846,202365391311
5872,206882304,202468814848
5873,206952774,202572273617
5874,207023256,202675767624
5875,207093750,202779296875
5876,207164256,202882861376
5877,207234774,202986461133
5878,207305304,203090096152
5879,207375846,203193766439
5880,207446400,203297472000
5881,207516966,203401212841
5882,207587544,203504988968
5883,207658134,203608800387
5884,207728736,203712647104
5885,207799350,203816529125
5886,207869976,203920446456
5887,207940614,204024399103
5888,208011264,204128387072
5889,208081926,204232410369
5890,208152600,204336469000
5891,208223286,204440562971
5892,208293984,204544692288
5893,208364694,204648856957
5894,208435416,204753056984
5895,208506150,204857292375
5896,208576896,204961563136
5897,208647654,205065869273
5898,208718424,205170210792
5899,208789206,205274587699
5900,208860000,205379000000
5901,208930806,205483447701
5902,209001624,205587930808
5903,209072454,205692449327
5904,209143296,205797003264
5905,209214150,205901592625
5906,209285016,206006217416
5907,209355894,206110877643
5908,209426784,206215573312
5909,209497686,206320304429
5910,209568600,206425071000
5911,209639526,206529873031
5912,209710464,206634710528
5913,209781414,206739583497
5914,209852376,206844491944
5915,209923350,206949435875
5916,209994336,207054415296
5917,210065334,207159430213
5918,210136344,207264480632
5919,210207366,207369566559
5920,210278400,207474688000
5921,210349446,207579844961
5922,210420504,207685037448
5923,210491574,207790265467
5924,210562656,207895529024
5925,210633750,208000828125
5926,210704856,208106162776
5927,210775974,208211532983
5928,210847104,208316938752
5929,210918246,208422380089
5930,210989400,208527857000
5931,211060566,208633369491
5932,211131744,208738917568
5933,211202934,208844501237
5934,211274136,208950120504
5935,211345350,209055775375
5936,211416576,209161465856
5937,211487814,209267191953
5938,211559064,209372953672
5939,211630326,209478751019
5940,211701600,209584584000
5941,211772886,209690452621
5942,211844184,209796356888
5943,211915494,209902296807
5944,211986816,210008272384
5945,212058150,210114283625
5946,212129496,210220330536
5947,212200854,210326413123
5948,212272224,210432531392
5949,212343606,210538685349
5950,212415000,210644875000
5951,212486406,210751100351
5952,212557824,210857361408
5953,212629254,210963658177
5954,212700696,211069990664
5955,212772150,211176358875
5956,212843616,211282762816
5957,212915094,211389202493
5958,212986584,211495677912
5959,213058086,211602189079
5960,213129600,211708736000
5961,213201126,211815318681
5962,213272664,211921937128
5963,213344214,212028591347
5964,213415776,212135281344
5965,213487350,212242007125
5966,213558936,212348768696
5967,213630534,212455566063
5968,213702144,212562399232
5969,213773766,212669268209
5970,213845400,212776173000
5971,213917046,212883113611
5972,213988704,212990090048
5973,214060374,213097102317
5974,214132056,213204150424
5975,214203750,213311234375
5976,214275456,213418354176
5977,214347174,213525509833
5978,214418904,213632701352
5979,214490646,213739928739
5980,214562400,213847192000
5981,214634166,213954491141
5982,214705944,214061826168
5983,214777734,214169197087
5984,214849536,214276603904
5985,214921350,214384046625
5986,214993176,214491525256
5987,215065014,214599039803
5988,215136864,214706590272
5989,215208726,214814176669
5990,215280600,214921799000
5991,215352486,215029457271
5992,215424384,215137151488
5993,215496294,215244881657
5994,215568216,215352647784
5995,215640150,215460449875
5996,215712096,215568287936
5997,215784054,215676161973
5998,215856024,215784071992
5999,215928006,215892017999
6000,216000000,216000000000
6001,216072006,216108018001
6002,216144024,216216072008
6003,216216054,216324162027
6004,216288096,216432288064
6005,216360150,216540450125
6006,216432216,216648648216
6007,216504294,216756882343
6008,216576384,216865152512
6009,216648486,216973458729
6010,216720600,217081801000
6011,216792726,217190179331
6012,216864864,217298593728
6013,216937014,217407044197
6014,217009176,217515530744
6015,217081350,217624053375
6016,217153536,217732612096
6017,217225734,217841206913
6018,217297944,217949837832
6019,217370166,218058504859
6020,217442400,218167208000
6021,217514646,218275947261
6022,217586904,218384722648
6023,217659174,218493534167
6024,217731456,218602381824
6025,217803750,218711265625
6026,217876056,218820185576
6027,217948374,218929141683
6028,218020704,219038133952
6029,218093046,219147162389
6030,218165400,219256227000
6031,218237766,219365327791
6032,218310144,219474464768
6033,218382534,219583637937
6034,218454936,219692847304
6035,218527350,219802092875
6036,218599776,219911374656
6037,218672214,220020692653
6038,218744664,220130046872
6039,218817126,220239437319
6040,218889600,220348864000
6041,218962086,220458326921
6042,219034584,220567826088
6043,219107094,220677361507
6044,219179616,220786933184
6045,219252150,220896541125
6046,219324696,221006185336
6047,219397254,221115865823
6048,219469824,221225582592
6049,219542406,221335335649
6050,219615000,221445125000
6051,219687606,221554950651
6052,219760224,221664812608
6053,219832854,221774710877
6054,219905496,221884645464
6055,219978150,221994616375
6056,220050816,222104623616
6057,220123494,222214667193
6058,220196184,222324747112
6059,220268886,222434863379
6060,220341600,222545016000
6061,220414326,222655204981
6062,220487064,222765430328
6063,220559814,222875692047
6064,220632576,222985990144
6065,220705350,223096324625
6066,220778136,223206695496
6067,220850934,223317102763
6068,220923744,223427546432
6069,220996566,223538026509
6070,221069400,223648543000
6071,221142246,223759095911
6072,221215104,223869685248
6073,221287974,223980311017
6074,221360856,224090973224
6075,221433750,224201671875
6076,221506656,224312406976
6077,221579574,224423178533
6078,221652504,224533986552
6079,221725446,224644831039
6080,221798400,224755712000
6081,221871366,224866629441
6082,221944344,224977583368
6083,222017334,225088573787
6084,222090336,225199600704
6085,222163350,225310664125
6086,222236376,225421764056
6087,222309414,225532900503
6088,222382464,225644073472
6089,222455526,225755282969
6090,222528600,225866529000
6091,222601686,225977811571
6092,222674784,226089130688
6093,222747894,226200486357
6094,222821016,226311878584
6095,222894150,226423307375
6096,222967296,226534772736
6097,223040454,226646274673
6098,223113624,226757813192
6099,223186806,226869388299
6100,223260000,226981000000
6101,223333206,227092648301
6102,223406424,227204333208
6103,223479654,227316054727
6104,223552896,227427812864
6105,223626150,227539607625
6106,223699416,227651439016
6107,223772694,227763307043
6108,223845984,227875211712
6109,223919286,227987153029
6110,223992600,228099131000
6111,224065926,228211145631
6112,224139264,228323196928
6113,224212614,228435284897
6114,224285976,228547409544
6115,224359350,228659570875
6116,224432736,228771768896
6117,224506134,228884003613
6118,224579544,228996275032
6119,224652966,229108583159
6120,224726400,229220928000
6121,224799846,229333309561
6122,224873304,229445727848
6123,224946774,229558182867
6124,225020256,229670674624
6125,225093750,229783203125
6126,225167256,229895768376
6127,225240774,230008370383
6128,225314304,230121009152
6129,225387846,230233684689
6130,225461400,230346397000
6131,225534966,230459146091
6132,225608544,230571931968
6133,225682134,230684754637
6134,225755736,230797614104
6135,225829350,230910510375
6136,225902976,231023443456
6137,225976614,231136413353
6138,226050264,231249420072
6139,226123926,231362463619
6140,226197600,231475544000
6141,226271286,231588661221
6142,226344984,231701815288
6143,226418694,231815006207
6144,226492416,231928233984
6145,226566150,232041498625
6146,226639896,232154800136
6147,226713654,232268138523
6148,226787424,232381513792
6149,226861206,232494925949
6150,226935000,232608375000
6151,227008806,232721860951
6152,227082624,232835383808
6153,227156454,232948943577
6154,227230296,233062540264
6155,227304150,233176173875
6156,227378016,233289844416
6157,227451894,233403551893
6158,227525784,233517296312
6159,227599686,233631077679
6160,227673600,233744896000
6161,227747526,233858751281
6162,227821464,233972643528
6163,227895414,234086572747
6164,227969376,234200538944
6165,228043350,234314542125
6166,228117336,234428582296
6167,228191334,234542659463
6168,228265344,234656773632
6169,228339366,234770924809
6170,228413400,234885113000
6171,228487446,234999338211
6172,228561504,235113600448
6173,228635574,235227899717
6174,228709656,235342236024
6175,228783750,235456609375
6176,228857856,235571019776
6177,228931974,235685467233
6178,229006104,235799951752
6179,229080246,235914473339
6180,229154400,236029032000
6181,229228566,236143627741
6182,229302744,236258260568
6183,229376934,236372930487
6184,229451136,236487637504
6185,229525350,236602381625
6186,229599576,236717162856
6187,229673814,236831981203
6188,229748064,236946836672
6189,229822326,237061729269
6190,229896600,237176659000
6191,229970886,237291625871
6192,230045184,237406629888
6193,230119494,237521671057
6194,230193816,237636749384
6195,230268150,237751864875
6196,230342496,237867017536
6197,230416854,237982207373
6198,230491224,238097434392
6199,230565606,238212698599
6200,230640000,238328000000
6201,230714406,238443338601
6202,230788824,238558714408
6203,230863254,238674127427
6204,230937696,238789577664
6205,231012150,238905065125
6206,231086616,239020589816
6207,231161094,239136151743
6208,231235584,239251750912
6209,231310086,239367387329
6210,231384600,239483061000
6211,231459126,239598771931
6212,231533664,239714520128
6213,231608214,239830305597
6214,231682776,239946128344
6215,231757350,240061988375
6216,231831936,240177885696
6217,231906534,240293820313
6218,231981144,240409792232
6219,232055766,240525801459
6220,232130400,240641848000
6221,232205046,240757931861
6222,232279704,240874053048
6223,232354374,240990211567
6224,232429056,241106407424
6225,232503750,241222640625
6226,232578456,241338911176
6227,232653174,241455219083
6228,232727904,241571564352
6229,232802646,241687946989
6230,232877400,241804367000
6231,232952166,241920824391
6232,233026944,242037319168
6233,233101734,242153851337
6234,233176536,242270420904
6235,233251350,242387027875
6236,233326176,242503672256
6237,233401014,242620354053
6238,233475864,242737073272
6239,233550726,242853829919
6240,233625600,242970624000
6241,233700486,243087455521
6242,233775384,243204324488
6243,233850294,243321230907
6244,233925216,243438174784
6245,234000150,243555156125
6246,234075096,243672174936
6247,234150054,243789231223
6248,234225024,243906324992
6249,234300006,244023456249
6250,234375000,244140625000
6251,234450006,244257831251
6252,234525024,244375075008
6253,234600054,244492356277
6254,234675096,244609675064
6255,234750150,244727031375
6256,234825216,244844425216
6257,234900294,244961856593
6258,234975384,245079325512
6259,235050486,245196831979
6260,235125600,245314376000
6261,235200726,245431957581
6262,235275864,245549576728
6263,235351014,245667233447
6264,235426176,245784927744
6265,235501350,245902659625
6266,235576536,246020429096
6267,235651734,246138236163
6268,235726944,246256080832
6269,235802166,246373963109
6270,235877400,246491883000
6271,235952646,246609840511
6272,236027904,246727835648
6273,236103174,246845868417
6274,236178456,246963938824
6275,236253750,247082046875
6276,236329056,247200192576
6277,236404374,247318375933
6278,236479704,247436596952
6279,236555046,247554855639
6280,236630400,247673152000
6281,236705766,247791486041
6282,236781144,247909857768
6283,236856534,248028267187
6284,236931936,248146714304
6285,237007350,248265199125
6286,237082776,248383721656
6287,237158214,248502281903
6288,237233664,248620879872
6289,237309126,248739515569
6290,237384600,248858189000
6291,237460086,248976900171
6292,237535584,249095649088
6293,237611094,249214435757
6294,237686616,249333260184
6295,237762150,249452122375
6296,237837696,249571022336
6297,237913254,249689960073
6298,237988824,249808935592
6299,238064406,249927948899
6300,238140000,250047000000
6301,238215606,250166088901
6302,238291224,250285215608
6303,238366854,250404380127
6304,238442496,250523582464
6305,238518150,250642822625
6306,238593816,250762100616
6307,238669494,250881416443
6308,238745184,251000770112
6309,238820886,251120161629
6310,238896600,251239591000
6311,238972326,251359058231
6312,239048064,251478563328
6313,239123814,251598106297
6314,239199576,251717687144
6315,239275350,251837305875
6316,239351136,251956962496
6317,239426934,252076657013
6318,239502744,252196389432
6319,239578566,252316159759
6320,239654400,252435968000
6321,239730246,252555814161
6322,239806104,252675698248
6323,239881974,252795620267
6324,239957856,252915580224
6325,240033750,253035578125
6326,240109656,253155613976
6327,240185574,253275687783
6328,240261504,253395799552
6329,240337446,253515949289
6330,240413400,253636137000
6331,240489366,253756362691
6332,240565344,253876626368
6333,240641334,253996928037
6334,240717336,254117267704
6335,240793350,254237645375
6336,240869376,254358061056
6337,240945414,254478514753
6338,241021464,254599006472
6339,241097526,254719536219
6340,241173600,254840104000
6341,241249686,254960709821
6342,241325784,255081353688
6343,241401894,255202035607
6344,241478016,255322755584
6345,241554150,255443513625
6346,241630296,255564309736
6347,241706454,255685143923
6348,241782624,255806016192
6349,241858806,255926926549
6350,241935000,256047875000
6351,242011206,256168861551
6352,242087424,256289886208
6353,242163654,256410948977
6354,242239896,256532049864
6355,242316150,256653188875
6356,242392416,256774366016
6357,242468694,256895581293
6358,242544984,257016834712
6359,242621286,257138126279
6360,242697600,257259456000
6361,242773926,257380823881
6362,242850264,257502229928
6363,242926614,257623674147
6364,243002976,257745156544
6365,243079350,257866677125
6366,243155736,257988235896
6367,243232134,258109832863
6368,243308544,258231468032
6369,243384966,258353141409
6370,243461400,258474853000
6371,243537846,258596602811
6372,243614304,258718390848
6373,243690774,258840217117
6374,243767256,258962081624
6375,243843750,259083984375
6376,243920256,259205925376
6377,243996774,259327904633
6378,244073304,259449922152
6379,244149846,259571977939
6380,244226400,259694072000
6381,244302966,259816204341
6382,244379544,259938374968
6383,244456134,260060583887
6384,244532736,260182831104
6385,244609350,260305116625
6386,244685976,260427440456
6387,244762614,260549802603
6388,244839264,260672203072
6389,244915926,260794641869
6390,244992600,260917119000
6391,245069286,261039634471
6392,245145984,261162188288
6393,245222694,261284780457
6394,245299416,261407410984
6395,245376150,261530079875
6396,245452896,261652787136
6397,245529654,261775532773
6398,245606424,261898316792
6399,245683206,262021139199
6400,245760000,262144000000
6401,245836806,262266899201
6402,245913624,262389836808
6403,245990454,262512812827
6404,246067296,262635827264
6405,246144150,262758880125
6406,246221016,262881971416
6407,246297894,263005101143
6408,246374784,263128269312
6409,246451686,263251475929
6410,246528600,263374721000
6411,246605526,263498004531
6412,246682464,263621326528
6413,246759414,263744686997
6414,246836376,263868085944
6415,246913350,263991523375
6416,246990336,264114999296
6417,247067334,264238513713
6418,247144344,264362066632
6419,247221366,264485658059
6420,247298400,264609288000
6421,247375446,264732956461
6422,247452504,264856663448
6423,247529574,264980408967
6424,247606656,265104193024
6425,247683750,265228015625
6426,247760856,265351876776
6427,247837974,265475776483
6428,247915104,265599714752
6429,247992246,265723691589
6430,248069400,265847707000
6431,248146566,265971760991
6432,248223744,266095853568
6433,248300934,266219984737
6434,248378136,266344154504
6435,248455350,266468362875
6436,248532576,266592609856
6437,248609814,266716895453
6438,248687064,266841219672
